#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Other
25	1733996533	489809	9	9	0	6	0	0	9	10240
25	1734496532	490063	29	39	1	32	1	7	15	9914
25	1734996531	496225	0	4	0	0	0	0	0	4616
25	1735496530	492102	3	2	0	1	0	1	0	7052
25	1735996529	126827	1	0	0	0	0	0	1	1896
26	1736496528	493774	52	30	1	19	2	1	27	6255
26	1736996527	492778	10	7	0	2	1	1	6	7230
26	1737496526	492861	9	6	0	9	2	1	5	7126
26	1737996525	492995	12	24	4	15	2	2	12	7096
26	1738496524	492550	41	23	6	30	2	3	27	7353
26	1738996523	491953	15	12	3	16	1	3	22	8036
26	1739496522	492296	10	11	2	13	0	1	8	7789
26	1739996521	491767	40	30	3	30	4	3	18	8366
26	1740496520	492028	28	14	1	6	0	0	3	7765
26	1740996519	492700	44	23	1	21	3	1	33	7318
26	1741496518	492989	15	7	0	2	0	1	5	7050
26	1741996517	493201	13	1	1	0	0	0	2	6814
26	1742496516	492963	43	8	2	5	1	1	5	6966
26	1742996515	493065	61	9	1	14	0	2	11	6922
26	1743496514	493236	21	20	4	18	5	2	20	6824
26	1743996513	493052	46	8	2	19	0	6	15	6965
26	1744496512	493295	29	11	0	25	1	2	14	6711
26	1744996511	493184	22	2	0	6	0	1	1	6740
26	1745496510	492966	14	10	0	14	1	2	17	7144
26	1745996509	492991	18	8	1	13	0	3	8	6914
26	1746496508	492792	35	5	1	8	0	0	4	7259
26	1746996507	492513	6	2	0	1	0	0	0	7585
26	1747496506	492424	1	2	1	2	0	0	0	7445
26	1747996505	492853	19	11	1	13	0	0	6	7181
26	1748496504	492303	23	12	1	11	0	1	12	7629
26	1748996503	493504	12	3	0	4	1	2	6	6881
26	1749496502	492552	6	0	0	2	1	0	2	7270
26	1749996501	493116	19	0	1	0	0	2	1	6793
26	1750496500	493238	13	8	1	7	1	2	10	6778
26	1750996499	493773	22	5	0	5	2	2	3	6190
26	1751496498	493110	11	7	2	9	1	0	5	6933
26	1751996497	493361	18	7	0	8	2	1	11	6593
26	1752496496	493434	32	6	1	6	5	1	2	6564
26	1752996495	493346	24	25	3	30	3	1	27	6764
26	1753496494	492010	24	11	2	8	1	0	5	7808
26	1753996493	492404	15	5	0	6	3	3	5	7742
26	1754496492	492097	17	2	0	10	1	0	2	7751
26	1754996491	492338	37	18	0	19	4	2	14	7940
26	1755496490	492170	31	7	0	2	1	1	10	7711
26	1755996489	492106	8	12	0	7	0	0	7	7726
26	1756496488	492027	10	8	2	4	0	0	0	7958
26	1756996487	492285	5	2	0	5	0	2	8	7753
26	1757496486	492498	15	5	1	2	2	2	6	7542
26	1757996485	493978	55	15	4	21	1	1	21	5962
26	1758496484	493086	33	11	0	16	0	6	13	6907
26	1758996483	492623	16	13	0	10	0	2	12	7392
26	1759496482	493507	19	8	1	0	2	0	1	6510
26	1759996481	492789	50	10	0	31	1	1	8	7364
26	1760496480	492838	9	1	0	1	0	0	3	7000
26	1760996479	492617	47	40	4	35	3	4	38	7381
26	1761496478	487181	70	48	6	52	12	6	56	12800
26	1761996477	485914	20	20	3	20	1	10	24	14109
26	1762496476	486350	48	50	5	39	1	8	30	13734
26	1762996475	486520	57	64	4	32	6	6	67	13422
26	1763496474	487455	50	54	9	48	7	9	43	12503
26	1763996473	490507	25	22	0	16	8	2	21	9698
26	1764496472	492497	10	2	2	1	0	0	6	7314
26	1764996471	491691	35	36	1	33	3	5	20	8280
26	1765496470	492551	3	1	0	0	0	0	0	7459
26	1765996469	493476	25	22	5	18	2	2	16	6614
26	1766496468	493462	22	10	0	4	0	1	3	6481
26	1766996467	493333	39	8	0	12	0	2	3	6718
26	1767496466	492271	69	59	5	34	7	8	16	7771
26	1767996465	491438	28	14	1	25	0	2	4	8445
26	1768496464	490820	14	18	0	18	2	0	9	9163
26	1768996463	490624	17	11	2	16	1	1	11	9398
26	1769496462	491637	34	10	2	12	1	2	14	8387
26	1769996461	490664	26	10	1	9	0	0	15	9350
26	1770496460	491212	11	4	0	6	0	0	4	8797
26	1770996459	490809	6	9	2	5	0	1	3	9237
26	1771496458	491360	18	2	1	11	0	1	3	8582
26	1771996457	491495	9	9	0	8	1	0	3	8455
26	1772496456	490619	4	6	0	5	2	1	3	9473
26	1772996455	490624	13	1	0	0	0	0	3	9330
26	1773496454	491375	33	8	4	12	0	2	13	8647
26	1773996453	491700	43	9	2	1	0	1	4	8245
26	1774496452	490118	24	14	1	5	2	2	18	9959
26	1774996451	454547	2	3	0	6	1	0	1	10007
27	1775496450	491181	79	46	6	35	3	2	43	8993
27	1775996449	491319	23	18	0	3	0	1	1	8512
27	1776496448	492953	14	5	0	3	0	0	0	7048
27	1776996447	493032	5	8	0	3	0	1	3	7031
27	1777496446	491095	14	3	0	2	0	0	1	8922
27	1777996445	490588	12	8	2	8	0	1	12	9574
27	1778496444	492639	25	7	0	9	1	1	4	7123
27	1778996443	492490	21	7	0	5	1	2	20	7552
27	1779496442	493849	49	10	0	6	0	0	6	6314
27	1779996441	492720	24	5	0	3	2	0	7	7135
27	1780496440	493229	27	5	0	8	1	1	1	6761
27	1780996439	493012	11	15	2	19	2	1	15	7284
27	1781496438	492036	57	54	4	52	4	5	57	7620
27	1781996437	493040	21	1	1	2	0	0	8	7111
27	1782496436	492219	18	5	1	3	0	1	4	7618
27	1782996435	493108	56	10	2	12	0	2	9	6972
27	1783496434	493417	30	11	0	9	0	3	5	6575
27	1783996433	493187	13	2	1	1	0	0	0	6855
27	1784496432	492882	39	4	1	10	1	2	3	7239
27	1784996431	492240	18	4	0	7	1	0	2	7559
27	1785496430	492991	17	10	0	4	1	1	3	6976
27	1785996429	493316	5	4	0	4	0	0	2	6733
27	1786496428	492937	14	4	0	9	0	0	5	7043
27	1786996427	492944	10	12	1	11	2	0	7	7039
27	1787496426	492830	8	8	0	9	0	2	5	7204
27	1787996425	492891	12	12	0	11	2	1	6	7132
27	1788496424	493001	32	21	5	20	0	0	23	7101
27	1788996423	492907	16	5	0	14	1	1	11	7016
27	1789496422	492967	14	10	1	5	0	0	5	6938
27	1789996421	492453	30	4	2	16	3	0	14	7558
27	1790496420	492944	34	20	1	22	0	5	19	7361
27	1790996419	492477	19	15	0	12	1	2	14	7338
27	1791496418	492793	18	3	2	4	4	0	18	7322
27	1791996417	492396	46	15	4	18	2	1	14	7386
27	1792496416	493208	29	5	1	8	0	0	8	6764
27	1792996415	492386	33	36	6	49	4	1	43	7715
27	1793496414	492542	34	10	0	4	0	0	3	7401
27	1793996413	493078	40	6	0	13	1	5	11	6911
27	1794496412	493493	15	12	1	8	2	1	6	6480
27	1794996411	493931	12	5	1	7	0	0	4	6099
27	1795496410	493003	22	7	1	16	2	2	8	7298
27	1795996409	493151	11	10	0	3	3	1	2	6517
27	1796496408	493590	4	6	0	0	0	0	2	6548
27	1796996407	493087	40	55	1	44	3	3	51	6789
27	1797496406	493280	33	16	0	16	0	2	14	6752
27	1797996405	493809	15	9	7	5	0	2	3	6172
27	1798496404	493592	16	4	0	12	1	1	11	6512
27	1798996403	493555	6	2	0	4	0	0	1	6351
27	1799496402	493797	16	1	0	0	0	0	0	6300
27	1799996401	493418	33	10	2	27	1	2	8	6555
27	1800496400	493866	23	16	1	11	1	1	15	6896
27	1800996399	489394	26	24	3	46	3	4	29	9838
27	1801496398	492268	32	22	1	29	2	1	31	7731
27	1801996397	493564	3	2	0	0	0	0	0	6429
27	1802496396	492593	31	17	4	20	1	5	19	7390
27	1802996395	493162	37	17	1	26	0	6	23	6770
27	1803496394	492704	28	37	1	26	2	5	19	7322
27	1803996393	493047	46	23	3	20	1	2	24	6998
27	1804496392	492629	17	5	1	11	1	3	12	7376
27	1804996391	492835	23	9	5	12	0	1	15	7221
27	1805496390	492850	17	0	2	4	0	0	6	7008
27	1805996389	492793	15	9	1	7	1	1	7	7218
27	1806496388	493181	18	11	1	12	0	0	5	6926
27	1806996387	492738	25	17	0	19	0	4	16	7160
27	1807496386	492755	19	20	4	13	2	1	19	7234
27	1807996385	493047	5	9	1	3	0	2	4	6967
27	1808496384	492486	16	4	1	3	0	2	7	7586
27	1808996383	493434	33	10	0	10	1	1	10	6506
27	1809496382	493386	14	4	1	7	1	0	2	6596
27	1809996381	491637	14	14	4	19	0	1	15	8357
27	1810496380	490177	41	57	4	54	5	7	60	9821
27	1810996379	492499	54	60	5	53	5	5	53	7636
27	1811496378	492216	34	29	2	29	4	2	32	7704
27	1811996377	492594	28	26	4	16	4	4	12	7357
27	1812496376	491987	39	23	0	12	0	3	16	8029
27	1812996375	492460	34	36	3	29	5	12	24	7535
27	1813496374	493508	19	4	1	11	1	1	1	6537
27	1813996373	493104	12	2	1	2	0	1	7	6943
27	1814496372	492687	22	15	4	11	3	1	8	7253
27	1814996371	493704	23	9	2	9	1	1	8	6243
27	1815496370	493393	36	59	5	44	5	17	35	6873
27	1815996369	493626	15	5	0	5	2	4	5	6430
27	1816496368	493102	12	2	0	6	0	1	3	6624
27	1816996367	493289	23	11	1	4	1	0	1	6666
27	1817496366	493964	26	7	0	5	1	1	3	6521
27	1817996365	492962	39	12	1	15	1	2	16	6599
27	1818496364	493988	50	23	0	21	3	9	24	6095
27	1818996363	492699	36	10	1	20	1	5	20	7226
27	1819496362	493974	56	17	2	19	0	5	27	6204
27	1819996361	493362	36	25	2	20	0	1	30	6473
27	1820496360	492717	34	20	2	14	2	1	19	7240
27	1820996359	369134	85	63	0	29	7	7	46	7517
28	1821496358	491419	78	34	7	47	5	3	36	8588
28	1821996357	493691	42	22	3	13	6	0	15	6329
28	1822496356	493591	25	13	0	12	2	3	4	6391
28	1822996355	493946	48	10	0	21	0	3	5	6147
28	1823496354	492523	72	58	3	56	3	13	43	7385
28	1823996353	492601	29	7	0	8	0	1	3	7537
28	1824496352	492875	40	20	0	16	5	3	18	6988
28	1824996351	493301	50	31	5	18	4	4	29	6755
28	1825496350	492443	25	25	1	28	0	4	20	7554
28	1825996349	493055	41	38	0	25	9	2	19	7194
28	1826496348	492591	76	66	5	55	9	5	58	7151
28	1826996347	493289	21	17	0	7	1	0	6	6692
28	1827496346	493954	33	10	0	11	0	6	17	6119
28	1827996345	493559	42	15	2	9	3	4	19	6356
28	1828496344	493008	39	13	1	9	0	0	18	7019
28	1828996343	492924	25	15	3	8	0	0	3	7175
28	1829496342	492613	36	33	1	16	7	4	12	7270
28	1829996341	492942	55	9	1	6	1	2	8	7267
28	1830496340	492322	17	17	1	15	4	1	14	7459
28	1830996339	493372	35	3	3	6	1	0	15	6627
28	1831496338	492912	22	6	1	5	0	0	6	7073
28	1831996337	493507	36	4	1	6	0	0	5	6963
28	1832496336	492931	0	0	0	0	2	0	5	6643
28	1832996335	493117	14	15	1	11	0	1	25	6889
28	1833496334	493515	28	17	4	19	3	2	15	6462
28	1833996333	493062	38	25	2	23	4	5	22	6924
28	1834496332	493659	3	0	0	1	0	0	1	6449
28	1834996331	493090	17	7	0	4	0	6	2	6905
28	1835496330	493842	11	3	0	1	0	1	9	6085
28	1835996329	493143	16	8	0	2	0	0	3	6821
28	1836496328	493353	14	2	0	4	0	1	10	6637
28	1836996327	492676	43	8	1	10	1	1	6	7323
28	1837496326	492648	25	10	3	8	0	1	10	7359
28	1837996325	492193	52	25	4	20	2	4	17	7802
28	1838496324	492893	41	12	0	14	2	1	4	7292
28	1838996323	492224	17	22	1	14	1	5	23	7662
28	1839496322	492518	12	11	1	14	0	0	14	7562
28	1839996321	492142	13	22	0	10	1	4	24	7723
28	1840496320	492006	59	43	7	45	3	3	43	7994
28	1840996319	491793	40	29	2	26	4	2	23	8244
28	1841496318	492537	30	42	1	24	3	4	32	7722
28	1841996317	492114	37	18	1	14	2	5	35	8012
28	1842496316	492040	31	24	2	36	5	4	19	7678
28	1842996315	492684	18	11	5	3	3	1	7	7182
28	1843496314	492681	32	13	1	15	0	2	13	7302
28	1843996313	492965	23	18	1	14	0	1	18	7038
28	1844496312	492854	38	31	1	34	1	1	24	7375
28	1844996311	493435	21	2	1	2	1	0	11	6578
28	1845496310	492581	13	3	0	4	0	0	9	7195
28	1845996309	493241	13	6	1	1	2	0	5	7183
28	1846496308	492185	38	10	0	11	0	0	11	7364
28	1846996307	493127	25	22	1	4	0	2	14	6880
28	1847496306	492918	83	53	6	34	8	6	39	7161
28	1847996305	492883	20	8	0	12	0	2	12	7028
28	1848496304	492475	10	6	1	15	0	2	3	7587
28	1848996303	492290	25	22	4	21	0	0	29	7653
28	1849496302	492536	4	13	1	6	0	0	6	7502
28	1849996301	492873	3	2	0	3	0	0	2	7119
28	1850496300	492465	10	1	0	1	0	0	4	7571
28	1850996299	493263	34	7	1	3	2	2	5	6796
28	1851496298	492109	22	15	0	10	1	1	10	7783
28	1851996297	492307	12	1	0	6	1	1	3	7718
28	1852496296	492291	12	6	0	2	0	0	4	7699
28	1852996295	491984	15	6	0	3	0	1	2	7996
28	1853496294	491758	14	2	0	4	0	1	2	8362
28	1853996293	492195	11	3	1	0	0	0	14	7750
28	1854496292	492113	15	14	1	11	0	2	9	7883
28	1854996291	491432	22	7	0	13	3	3	11	8600
28	1855496290	492655	18	1	0	5	2	0	0	7314
28	1855996289	492190	9	2	0	5	1	0	1	7994
28	1856496288	491820	3	1	0	2	0	0	6	7968
28	1856996287	491895	14	3	1	4	3	2	0	8274
28	1857496286	491464	9	4	1	4	0	0	4	8346
28	1857996285	491035	9	2	1	3	0	0	0	8941
28	1858496284	491072	2	5	0	7	2	0	1	8941
28	1858996283	491061	5	6	0	2	0	1	5	8951
28	1859496282	491313	9	1	0	2	0	0	3	8706
28	1859996281	490979	7	0	0	3	0	0	1	8997
28	1860496280	488863	13	18	1	6	4	3	6	11121
28	1860996279	489214	13	1	0	1	1	0	3	10840
28	1861496278	490997	6	4	0	2	0	0	2	9066
28	1861996277	491830	10	2	0	0	0	0	3	8322
28	1862496276	178852	8	4	1	2	0	1	3	2921
29	1862996275	493859	76	51	2	36	10	0	24	6146
29	1863496274	493643	67	36	1	43	6	3	48	6658
29	1863996273	492433	54	41	4	54	6	2	22	7289
29	1864496272	492921	54	51	3	37	8	3	49	7403
29	1864996271	492813	37	21	0	18	3	2	17	7315
29	1865496270	492178	39	19	1	23	3	4	26	7378
29	1865996269	492349	51	53	8	43	9	1	54	7624
29	1866496268	492979	39	45	3	26	13	9	32	7022
29	1866996267	493897	31	17	2	22	1	0	15	6419
29	1867496266	492055	41	52	1	36	3	4	50	7648
29	1867996265	492196	94	67	8	58	6	8	46	7876
29	1868496264	492560	37	21	4	17	1	0	29	7380
29	1868996263	492910	51	66	2	36	3	1	59	7264
29	1869496262	492986	47	31	2	18	4	6	28	6822
29	1869996261	493361	32	22	1	6	2	2	4	6887
29	1870496260	492665	54	62	3	34	3	8	41	7280
29	1870996259	492638	40	46	1	27	2	4	33	7325
29	1871496258	493051	24	29	4	27	3	4	31	7469
29	1871996257	492156	8	21	2	9	1	3	19	7155
29	1872496256	493246	5	10	1	7	1	1	7	6936
29	1872996255	492859	17	3	0	3	0	2	7	6958
29	1873496254	493054	36	17	1	17	3	1	15	7087
29	1873996253	493029	24	6	1	2	1	0	7	6907
29	1874496252	492952	12	10	0	6	0	0	5	6985
29	1874996251	491958	51	60	3	50	3	4	58	8039
29	1875496250	492863	42	26	0	23	3	0	17	7125
29	1875996249	492902	18	17	0	22	0	0	20	7397
29	1876496248	492842	22	14	1	15	2	1	10	6884
29	1876996247	493594	12	13	1	3	0	0	0	6433
29	1877496246	493837	15	28	2	22	1	1	30	6134
29	1877996245	494054	43	18	1	14	0	3	18	6103
29	1878496244	494376	39	13	0	20	2	0	24	5669
29	1878996243	493368	27	33	3	19	3	1	25	6421
29	1879496242	493070	26	3	1	6	0	0	10	6971
29	1879996241	491945	36	31	7	35	6	1	30	8058
29	1880496240	492844	14	20	2	19	2	0	21	7150
29	1880996239	493313	12	10	0	7	1	0	4	6756
29	1881496238	492780	6	7	2	1	0	1	5	7096
29	1881996237	493129	31	15	2	12	1	1	5	7003
29	1882496236	493450	22	11	0	7	1	4	5	6488
29	1882996235	493288	9	5	0	9	0	1	2	6720
29	1883496234	492815	23	17	1	7	0	0	13	7109
29	1883996233	493293	12	15	1	16	0	3	9	6812
29	1884496232	492988	9	11	1	5	0	1	6	7071
29	1884996231	493222	11	4	0	5	0	0	6	6677
29	1885496230	493262	17	22	1	14	2	3	11	6714
29	1885996229	493178	9	0	0	1	0	0	0	6836
29	1886496228	493017	12	18	3	17	2	2	12	7009
29	1886996227	493028	9	9	0	1	0	0	7	6948
29	1887496226	493777	15	3	0	4	0	0	6	6277
29	1887996225	493549	9	5	0	2	0	1	10	6487
29	1888496224	492696	27	6	0	10	2	2	12	7188
29	1888996223	493179	8	11	1	11	0	1	4	6925
29	1889496222	492543	23	17	0	14	1	0	14	7440
29	1889996221	493214	22	8	0	6	0	3	10	6821
29	1890496220	493157	11	6	0	4	0	5	7	6706
29	1890996219	492645	40	21	0	20	3	2	21	7431
29	1891496218	492535	19	11	3	16	1	4	16	7458
29	1891996217	492649	67	47	7	39	3	3	31	7294
29	1892496216	493070	20	6	2	10	5	1	14	7027
29	1892996215	492454	21	32	4	28	7	5	18	7599
29	1893496214	492344	16	11	1	19	2	1	13	7605
29	1893996213	492762	14	8	3	7	1	3	17	7216
29	1894496212	492308	30	21	1	10	0	2	17	7615
29	1894996211	492652	28	8	2	9	0	1	18	7549
29	1895496210	493426	41	23	4	26	1	2	16	6505
29	1895996209	492725	31	15	1	17	0	1	15	7147
29	1896496208	493266	24	6	2	12	3	1	20	6811
29	1896996207	492972	20	6	1	3	0	0	14	6948
29	1897496206	492224	14	8	0	4	0	1	5	7819
29	1897996205	492362	25	9	2	13	0	1	20	7576
29	1898496204	492058	4	5	1	17	2	0	4	7970
29	1898996203	492482	32	13	0	13	1	5	11	7616
29	1899496202	492380	2	6	0	2	0	0	0	7499
29	1899996201	492868	6	3	0	0	1	2	0	7269
29	1900496200	492375	9	2	0	4	0	0	4	7512
29	1900996199	492603	3	6	1	2	1	0	5	7409
29	1901496198	492064	22	5	0	0	1	1	8	7956
29	1901996197	492269	29	7	0	8	2	1	5	7665
29	1902496196	491646	24	19	3	22	4	5	22	8409
29	1902996195	491883	50	28	2	21	3	4	24	8213
29	1903496194	490407	12	3	1	6	2	0	7	9789
29	1903996193	489764	30	6	1	8	0	0	13	9892
29	1904496192	337088	71	60	4	38	3	10	24	8091
30	1904996191	493095	90	82	10	88	11	16	73	7030
30	1905496190	492651	43	33	1	15	1	9	25	7548
30	1905996189	493305	34	18	3	17	2	3	19	6571
30	1906496188	493228	62	46	4	33	4	4	32	6576
30	1906996187	493270	19	18	2	20	2	4	16	6727
30	1907496186	493758	46	22	1	33	1	8	34	6260
30	1907996185	494551	26	8	3	11	0	1	9	5539
30	1908496184	494030	6	2	2	0	0	0	0	5962
30	1908996183	494114	12	0	0	0	0	0	0	5819
30	1909496182	494174	20	23	2	33	2	3	11	5809
30	1909996181	493961	38	27	3	24	0	5	19	6085
30	1910496180	493365	26	16	4	15	0	0	12	6613
30	1910996179	493406	51	29	3	31	1	0	40	6656
30	1911496178	492900	44	27	2	30	0	4	36	7331
30	1911996177	492526	20	6	1	2	1	0	17	7207
30	1912496176	492895	16	8	0	6	1	0	8	7173
30	1912996175	492972	40	10	0	15	1	11	17	7043
30	1913496174	492719	7	2	0	4	0	0	5	7181
30	1913996173	493186	25	4	2	4	1	4	3	6786
30	1914496172	493580	43	23	0	25	2	2	16	6410
30	1914996171	494032	21	19	0	15	0	4	10	6043
30	1915496170	493383	26	11	1	16	1	3	1	6546
30	1915996169	493724	40	13	0	17	2	0	6	6273
30	1916496168	492751	8	2	0	1	0	0	5	7372
30	1916996167	492261	52	35	2	29	1	4	20	7639
30	1917496166	493061	26	19	3	22	0	1	17	6933
30	1917996165	492680	92	50	6	72	3	13	55	7378
30	1918496164	493280	2	0	0	0	0	0	0	6682
30	1918996163	492827	17	4	1	2	0	0	3	7132
30	1919496162	493578	4	8	1	8	0	1	9	6465
30	1919996161	493048	37	15	2	13	1	1	12	6918
30	1920496160	492848	74	29	1	29	4	3	34	7150
30	1920996159	493546	5	8	0	3	1	0	2	6620
30	1921496158	493062	33	12	2	4	2	1	11	6853
30	1921996157	493336	19	16	1	11	0	5	14	6902
30	1922496156	492147	27	3	2	15	1	2	20	7546
30	1922996155	493430	23	12	0	7	0	6	7	6746
30	1923496154	494069	16	24	0	19	4	2	24	5729
30	1923996153	493809	13	5	0	4	0	1	4	6190
30	1924496152	493805	5	8	0	8	0	0	5	6358
30	1924996151	493132	18	4	2	8	2	2	3	6863
30	1925496150	494246	21	6	2	10	1	2	3	5624
30	1925996149	494051	10	10	0	8	0	1	4	5959
30	1926496148	493359	35	11	1	20	2	4	22	6620
30	1926996147	493252	22	12	1	6	0	2	13	6816
30	1927496146	492307	9	3	2	8	3	1	3	7709
30	1927996145	492776	13	19	3	13	0	0	14	7327
30	1928496144	493405	5	2	0	1	1	0	1	6495
30	1928996143	492564	11	9	0	9	0	4	2	7386
30	1929496142	493611	10	9	0	12	3	1	15	6511
30	1929996141	493637	45	30	2	22	1	6	27	6249
30	1930496140	493225	22	7	1	9	3	1	5	6865
30	1930996139	493114	21	5	1	1	0	0	2	6736
30	1931496138	492996	22	11	0	10	3	1	12	7009
30	1931996137	492348	25	21	3	13	4	3	10	7663
30	1932496136	492562	35	13	0	21	0	2	5	7466
30	1932996135	492657	14	5	0	9	2	0	12	7319
30	1933496134	493889	19	7	2	4	0	1	1	6550
30	1933996133	492217	43	8	0	7	4	2	7	7481
30	1934496132	492490	40	11	0	8	1	1	6	7462
30	1934996131	492090	9	1	0	8	3	0	3	7805
30	1935496130	492283	9	11	0	7	4	0	4	7728
30	1935996129	492101	12	11	2	12	1	2	8	7982
30	1936496128	493561	10	6	0	4	1	2	4	6581
30	1936996127	492436	5	0	0	0	0	0	1	7356
30	1937496126	491730	21	8	1	9	1	5	7	8252
30	1937996125	491310	16	1	1	2	0	0	3	8744
30	1938496124	490906	3	4	0	3	0	0	3	9043
30	1938996123	491466	0	0	0	1	0	0	0	8632
30	1939496122	492436	25	16	3	10	1	2	14	7477
30	1939996121	492784	21	8	2	18	0	3	13	7375
30	1940496120	493165	30	12	1	12	0	5	8	6755
30	1940996119	492248	2	1	0	2	0	1	0	7658
30	1941496118	492899	14	5	0	10	1	0	5	7143
30	1941996117	490997	4	1	0	1	0	1	2	8975
30	1942496116	491418	10	8	1	13	1	1	5	8601
30	1942996115	492680	17	8	2	5	1	0	3	7286
30	1943496114	491410	4	1	0	3	1	0	3	8733
30	1943996113	492149	36	23	0	25	1	2	26	7701
30	1944496112	492130	18	3	0	6	1	2	6	7937
30	1944996111	210834	23	5	1	3	1	0	0	3022
31	1945496110	489893	78	56	7	56	10	16	64	10146
31	1945996109	492809	50	39	6	38	2	4	42	7301
31	1946496108	493143	23	16	3	24	0	3	28	6731
31	1946996107	493356	39	16	2	16	0	1	23	6683
31	1947496106	493353	36	34	5	37	6	4	48	6716
31	1947996105	493711	36	17	2	22	1	3	20	6210
31	1948496104	493161	51	53	1	63	4	13	33	6823
31	1948996103	493178	22	20	1	17	1	2	10	6823
31	1949496102	493356	18	14	0	13	3	3	10	6925
31	1949996101	493122	49	41	2	26	2	2	33	6566
31	1950496100	493481	27	19	1	8	0	3	9	6514
31	1950996099	493282	25	17	3	18	1	1	9	6747
31	1951496098	493395	34	8	0	12	1	3	10	6712
31	1951996097	492513	24	18	3	16	0	2	16	7370
31	1952496096	492559	42	30	3	7	3	2	16	7481
31	1952996095	493239	20	14	4	6	0	1	5	6717
31	1953496094	493431	33	9	0	4	1	1	3	6607
31	1953996093	493030	16	2	0	2	0	0	2	6934
31	1954496092	493545	17	5	2	7	0	2	6	6513
31	1954996091	493903	10	4	0	0	0	1	7	6026
31	1955496090	493324	8	2	1	5	1	0	5	6748
31	1955996089	492934	26	18	0	6	2	0	22	7041
31	1956496088	493213	44	21	2	19	2	3	12	6793
31	1956996087	494440	0	1	0	1	0	0	1	5644
31	1957496086	493374	11	8	1	5	1	0	9	6590
31	1957996085	493340	26	10	2	15	3	2	5	6569
31	1958496084	493939	18	10	2	15	1	1	16	6125
31	1958996083	493438	23	9	0	3	0	0	1	6553
31	1959496082	492826	15	15	1	11	1	2	7	7167
31	1959996081	492550	34	18	4	18	1	2	17	7411
31	1960496080	492716	44	34	1	28	2	6	44	7276
31	1960996079	492491	12	7	0	4	3	0	5	7508
31	1961496078	492411	33	19	0	18	3	8	10	7686
31	1961996077	492673	41	9	1	9	2	0	5	7220
31	1962496076	492957	12	11	1	23	1	0	18	7125
31	1962996075	492500	8	3	1	5	0	0	2	7415
31	1963496074	492020	47	45	2	36	3	5	48	8187
31	1963996073	491764	28	13	5	20	2	0	11	8041
31	1964496072	492307	27	7	1	13	5	2	6	7745
31	1964996071	491704	17	5	1	14	1	0	12	8277
31	1965496070	491961	9	6	1	5	0	2	3	8043
31	1965996069	492076	34	13	1	12	0	0	3	7886
31	1966496068	492741	17	8	0	13	1	0	3	7275
31	1966996067	492707	18	27	0	17	6	1	6	7340
31	1967496066	492761	21	7	1	16	1	0	13	7173
31	1967996065	493118	9	7	0	6	1	0	5	6982
31	1968496064	492545	19	4	1	6	0	1	6	7442
31	1968996063	493109	14	10	0	4	0	1	12	6910
31	1969496062	492605	13	3	1	4	3	0	10	7286
31	1969996061	492700	17	1	2	10	2	0	7	7321
31	1970496060	492691	39	2	0	5	1	2	13	7362
31	1970996059	492313	17	22	3	31	3	1	25	7661
31	1971496058	492065	16	5	1	18	0	1	1	7976
31	1971996057	492404	5	3	0	9	0	0	2	7632
31	1972496056	492592	14	23	0	14	3	2	15	7565
31	1972996055	492089	1	7	0	4	1	0	3	7658
31	1973496054	492577	0	0	0	0	0	0	0	7422
31	1973996053	690220	0	5	0	5	0	0	2	2098
31	1974496052	352119	0	0	0	0	0	0	0	2
31	1974996051	448912	4	5	1	7	0	0	4	6630
31	1975496050	492197	13	3	0	4	0	1	6	7815
31	1975996049	492535	18	2	0	4	0	0	0	7467
31	1976496048	492374	19	5	1	6	0	5	8	7615
31	1976996047	492333	11	10	1	14	0	0	2	7698
31	1977496046	492850	18	3	2	4	1	1	15	7102
31	1977996045	493211	15	7	2	7	0	2	2	6805
31	1978496044	492890	23	18	1	8	1	1	13	7162
31	1978996043	492291	35	14	1	12	0	0	13	7643
31	1979496042	492009	24	20	2	12	4	1	19	7991
31	1979996041	491822	4	4	3	8	0	1	4	8178
31	1980496040	491556	19	12	0	13	0	5	10	8456
31	1980996039	490569	44	38	3	31	13	14	25	9421
31	1981496038	490099	10	8	0	6	1	0	4	9984
31	1981996037	489445	28	29	3	23	0	2	16	10591
31	1982496036	490603	32	7	1	4	1	0	5	9299
31	1982996035	492999	23	6	0	4	0	1	8	7992
31	1983496034	488771	9	1	0	1	0	0	1	10255
31	1983996033	490515	16	7	0	5	1	2	5	9556
31	1984496032	490695	18	3	0	1	0	0	1	9190
31	1984996031	389631	32	17	4	5	1	2	8	6256
32	1985496030	491984	54	39	7	53	4	8	44	8074
32	1985996029	491998	51	31	7	21	3	3	33	8115
32	1986496028	491900	28	19	3	8	0	0	9	8012
32	1986996027	492253	41	19	1	20	4	5	11	7825
32	1987496026	491829	83	47	10	48	8	7	33	8051
32	1987996025	491911	39	24	0	25	2	1	26	8149
32	1988496024	492532	27	18	0	17	1	2	15	7406
32	1988996023	492933	49	24	2	24	0	4	14	7287
32	1989496022	492155	36	49	2	25	1	7	24	7629
32	1989996021	492952	34	31	4	29	1	8	14	7205
32	1990496020	492231	42	31	3	24	7	4	26	7570
32	1990996019	493292	41	31	2	45	3	2	27	7731
32	1991496018	491717	32	21	1	12	5	6	16	7361
